CD,NM,ROE,PER,PBR,PROFIT,INCOME,FRGN_RT,END_PRC,VOL,REMAIN_DEAL,PRC_MEDIAN,VOL_MEDIAN,LAST_FRGN_RT,LAST_END_PRC,LAST_PRC_AVG_5,LAST_PRC_AVG_10,VS_START_PRC,VS_HIGH_PRC,VS_HIGHEST_PRC,VS_LOW_PRC,VS_LOWEST_PRC,LAST_VOL,LAST_REMAIN_GAP_BUY,RISING_ROE,ROE_AVG,RISING_PROFIT,RISING_FRGN_RT,RISING_REMAIN_DEAL,PRC_BASE,VOL_BASE,REMAIN_GAP_BUY_BASE
A044450,KSS해운,"[8.79, 4.78, 18.34]","[7.66, 18.28, 4.9]","[0.62, 0.86, 0.78]","[528, 507, 581]","[234, 131, 561]","[6.0, 6.06, 6.07, 6.09, 6.11]","[11450, 11450, 11400, 11350, 11350]","[55782, 61728, 58447, 80692, 83327]","[0.0, 0.0, 0.0, 0.0, 112.0]",11600,80047,6.11,11350,11400,11465,100.44,100.44,99.12,89.87,141.85,83327,112.0,N,10.64,N,Y,Y,Y,Y,Y
A122450,KMH,"[7.13, 13.44, 15.62]","[8.05, 12.64, 9.38]","[0.56, 1.55, 1.44]","[449, 603, 741]","[246, 381, 641]","[1.33, 1.31, 1.3, 1.3, 1.32]","[7830, 7840, 7840, 7840, 7970]","[27842, 27208, 34092, 28598, 87587]","[0.0, 0.0, 0.0, 0.0, -4.0]",7535,43351,1.32,7970,7864,7758,98.12,100.5,97.49,82.56,188.21,87587,-4.0,Y,12.06,Y,N,Y,N,Y,N
A092220,KEC,"[0.67, -8.99, -24.43, 17.39]","[79.41, -6.19, -7.56, 12.27]","[0.53, 0.58, 2.11, 2.36]","[33, -70, -23, 256]","[18, -197, -449, 317]","[3.8, 2.96, 3.07, 2.84, 2.86]","[2990, 3015, 3015, 2975, 3010]","[5957727, 1560688, 4220490, 2196122, 1758911]","[0.0, 0.0, 0.0, 0.0, 184.0]",2880,1846571,2.86,3010,3001,2937,100.0,101.0,99.0,65.28,144.68,1758911,184.0,N,-3.84,N,N,Y,N,N,Y
A151860,KG ETS,"[49.82, 0.0, 16.32]","[1.22, 9.08, 11.01]","[0.48, 0.87, 1.56]","[159, 191, 3256]","[978, 267, 1926]","[2.03, 2.0]","[12550, 12450]","[204389, 154184]","[0.0, 120.0]",12425,219921,2.0,12450,12520,12335,101.61,101.61,100.0,47.95,214.86,154184,120.0,N,22.05,Y,N,Y,N,N,Y
A381970,케이카,"[-7.58, 10.71, 15.11, 23.67]","[0.0, 0.0, 0.0, 26.49]",[5.43],[733],[500],"[17.41, 17.5, 17.57]","[31050, 31050, 30950]","[227302, 188405, 241987]","[0.0, 0.0, 233.0]",29900,209827,17.57,30950,31110,30370,100.97,102.58,99.52,67.37,139.58,241987,233.0,Y,10.48,N,Y,Y,N,Y,Y
A064820,케이프,"[4.49, 5.59, 15.35]","[8.34, 16.34, 5.06]","[0.37, 0.91, 0.72]","[166, 254, 474]","[82, 119, 358]","[0.87, 1.04]","[5230, 5110]","[460752, 189920]","[0.0, 45.0]",4997,195840,1.04,5110,5095,5032,102.54,102.54,100.0,80.43,127.01,189920,45.0,Y,8.48,Y,Y,Y,N,N,Y
A089010,켐트로닉스,"[18.5, 16.24, 22.5]","[15.55, 23.75, 15.01]","[2.65, 3.52, 2.97]","[263, 221, 385]","[166, 180, 285]","[4.18, 4.2, 4.23, 4.25, 4.28]","[26050, 26100, 26250, 26600, 26700]","[84976, 50314, 61791, 78359, 86930]","[0.0, 0.0, 0.0, 0.0, -5.0]",25850,81744,4.28,26700,26340,25865,100.19,100.94,99.44,83.9,119.85,86930,-5.0,N,19.08,N,Y,Y,N,Y,N
A190650,코리아에셋투자증권,"[11.68, 10.9, 15.39]","[0.0, 4.5, 5.28]","[0.5, 0.76]","[94, 163]","[65, 116]","[3.53, 3.65, 3.55, 3.71, 3.69]","[14250, 14100, 14450, 14850, 14700]","[36288, 27964, 52761, 50352, 34106]","[0.0, 0.0, 0.0, 0.0, -18.0]",13775,23532,3.69,14700,14470,14125,100.68,101.7,98.64,58.16,137.07,34106,-18.0,N,12.66,Y,N,Y,N,Y,N
A183300,코미코,"[36.03, 21.04, 16.06, 23.37]","[6.35, 11.09, 20.26, 11.83]","[1.99, 2.12, 3.07, 2.41]","[406, 345, 356, 580]","[303, 228, 233, 442]","[37.71, 37.61, 37.61, 37.63, 37.6]","[53400, 54200, 54300, 54300, 59500]","[14467, 14589, 26568, 24306, 140497]","[0.0, 0.0, 0.0, 0.0, -223.0]",51850,27829,37.6,59500,55140,53700,92.27,100.34,92.27,83.03,152.77,140497,-223.0,N,24.12,N,N,Y,N,Y,N
A192820,코스맥스,"[13.49, 10.45, 6.23, 18.03]","[40.11, 25.27, 46.85, 13.12]","[4.93, 2.34, 2.92, 2.22]","[523, 540, 666, 1162]","[211, 183, -291, 496]","[23.23, 23.17, 23.37, 23.19, 23.29]","[78700, 80800, 80400, 81200, 82300]","[61603, 84955, 57139, 55984, 61244]","[0.0, 0.0, 0.0, 0.0, 8.0]",78800,94527,23.29,82300,80680,79170,99.27,100.85,98.42,82.62,172.54,61244,8.0,N,12.05,Y,N,Y,N,N,Y
A029960,코엔텍,"[16.0, 16.79, 19.32]","[20.58, 18.46, 14.54]","[3.24, 3.1, 2.76]","[284, 310, 366]","[241, 255, 296]",[6.91],[8140],[103139],[-75.0],8230,97369,6.91,8140,8198,8195,99.88,100.49,99.39,94.1,128.99,103139,-75.0,Y,17.37,Y,N,N,Y,Y,N
A002025,코오롱우,"[-4.09, 22.75, 17.35]","[-9.05, 2.0, 3.26]","[0.41, 0.41, 0.52]","[1344, 2714, 3322]","[-222, 1666, 1704]",[6.98],[19000],[1034],[-3.0],19050,1333,6.98,19000,19060,19040,100.26,100.26,98.95,69.47,165.26,1034,-3.0,N,12.0,Y,N,N,Y,N,N
A003075,코오롱글로벌우,"[3.59, 8.04, 17.83, 30.72]","[11.15, 6.87, 5.96, 3.03]","[0.41, 0.54, 1.04, 0.81]","[768, 1256, 1763, 2539]","[145, 336, 805, 1690]","[0.82, 0.82, 0.82, 0.82, 0.82]","[29200, 28900, 28900, 28400, 28700]","[714, 824, 918, 1604, 341]","[0.0, 0.0, 0.0, 0.0, 6.0]",29025,2215,0.82,28700,28820,28940,100.0,100.52,99.13,88.5,173.69,341,6.0,Y,15.04,Y,Y,Y,Y,N,Y
A003070,코오롱글로벌,"[3.59, 8.04, 17.83, 30.72]","[11.15, 6.87, 5.96, 3.03]","[0.41, 0.54, 1.04, 0.81]","[768, 1256, 1763, 2539]","[145, 336, 805, 1690]","[1.9, 1.87, 1.88, 1.87, 1.87]","[22500, 22800, 23000, 22700, 22450]","[53359, 56899, 49218, 40212, 20552]","[0.0, 0.0, 0.0, 0.0, 42.0]",22600,49289,1.87,22450,22690,22835,102.0,102.23,99.78,77.95,149.89,20552,42.0,Y,15.04,Y,N,Y,Y,N,Y
A002020,코오롱,"[-4.09, 22.75, 17.35]","[-9.05, 2.0, 3.26]","[0.41, 0.41, 0.52]","[1344, 2714, 3322]","[-222, 1666, 1704]",[10.93],[29600],[30393],[300.0],29975,24079,10.93,29600,30070,29940,101.52,101.86,100.0,77.2,157.6,30393,300.0,N,12.0,Y,N,N,Y,Y,Y
A021240,코웨이,"[30.74, 31.51, 27.41]","[20.64, 13.25, 11.79]","[6.24, 3.54, 2.83]","[4583, 6064, 6402]","[3322, 4047, 4655]","[61.26, 61.21, 61.22, 61.22, 61.25]","[68100, 67700, 67600, 67900, 67500]","[185847, 137693, 99877, 113629, 133762]","[0.0, 0.0, 0.0, 0.0, -363.0]",66900,188983,61.25,67500,67760,67530,100.15,100.59,99.11,96.0,132.0,133762,-363.0,N,29.89,Y,N,Y,N,N,N
A033290,코웰패션,"[26.8, 22.72, 22.98, 20.65]","[8.57, 9.93, 8.29, 9.93]","[2.03, 2.03, 1.69, 1.62]","[710, 761, 801, 1027]","[534, 544, 608, 760]","[3.32, 3.34, 3.35, 3.36, 3.42]","[7630, 7690, 7670, 7770, 7870]","[187405, 140355, 322072, 392148, 310195]","[0.0, 0.0, 0.0, 0.0, -145.0]",7610,250171,3.42,7870,7726,7676,99.75,100.13,98.09,76.11,125.03,310195,-145.0,N,23.29,Y,Y,Y,N,Y,N
A200130,콜마비앤에이치,"[23.84, 27.88, 19.67]","[15.05, 19.05, 13.13]","[3.25, 4.72, 2.38]","[741, 1092, 916]","[548, 801, 684]","[2.3, 2.35, 2.37, 2.35, 2.36]","[32800, 32800, 32200, 32250, 32200]","[60397, 56251, 130748, 101651, 56577]","[0.0, 0.0, 0.0, 0.0, -50.0]",33050,94147,2.36,32200,32450,32480,100.47,100.62,98.6,80.12,180.12,56577,-50.0,N,23.8,N,N,Y,Y,N,N
A259960,크래프톤,"[99.21, 61.86, 17.86]","[0.0, 0.0, 40.2]",[4.67],[6396],[5199],"[29.07, 29.02, 28.96]","[283000, 280500, 278500]","[178300, 139555, 102001]","[0.0, 0.0, 3320.0]",282250,188294,28.96,278500,279400,280700,100.9,101.26,99.82,89.23,208.26,102001,3320.0,N,59.64,N,N,Y,Y,N,Y
A110790,크리스에프앤씨,"[11.77, 16.91, 24.99]","[8.94, 7.86, 7.55]","[0.99, 1.17, 1.58]","[377, 498, 871]","[248, 386, 681]","[3.78, 3.81, 3.82, 3.77, 3.78]","[42600, 44000, 44650, 44150, 44000]","[71908, 65731, 32802, 22527, 16471]","[0.0, 0.0, 0.0, 0.0, 58.0]",40000,12375,3.78,44000,43880,41640,101.25,101.25,99.2,64.09,115.68,16471,58.0,Y,17.89,Y,N,Y,N,Y,Y
A214150,클래시스,"[34.51, 48.06, 36.06, 31.34]","[16.85, 26.49, 26.11, 22.81]","[4.96, 10.36, 8.05, 6.24]","[175, 417, 406, 538]","[149, 334, 382, 453]","[4.96, 5.24, 5.3, 5.34, 5.19]","[21350, 21450, 21050, 21650, 21550]","[709182, 401313, 352868, 494379, 374929]","[0.0, 0.0, 0.0, 0.0, 186.0]",20875,783874,5.19,21550,21410,21425,100.93,101.16,98.61,63.81,126.22,374929,186.0,N,37.49,N,N,Y,N,N,Y
A352770,클리노믹스,"[-120.54, -58.47, 32.18]","[0.0, -15.02, 10.93]","[5.65, 2.91]","[-123, 229]","[-131, 159]",[0.62],[11350],[31485],[-2.0],11275,20549,0.62,11350,11310,11240,100.0,100.88,99.12,88.99,193.83,31485,-2.0,Y,-48.94,Y,N,N,N,Y,N
A039490,키움증권,"[10.84, 16.97, 27.63, 25.0]","[10.09, 5.56, 4.57, 2.89]","[0.97, 0.89, 1.11, 0.63]","[2890, 4737, 9690, 11758]","[1932, 3620, 7062, 8822]","[25.46, 25.41, 25.39, 25.4, 25.38]","[98500, 98500, 99000, 97200, 97300]","[55787, 32543, 30789, 50721, 78391]","[0.0, 0.0, 0.0, 0.0, -284.0]",98100,59916,25.38,97300,98100,97120,100.21,100.41,97.64,88.69,146.97,78391,-284.0,N,20.11,Y,N,Y,Y,Y,N
A124560,태웅로직스,"[39.83, 30.61, 15.65, 55.27]","[0.0, 8.11, 11.79, 3.69]","[2.09, 1.64, 1.53]","[150, 147, 615]","[96, 79, 479]","[1.55, 1.58, 1.54, 1.39, 1.92]","[8900, 8820, 8830, 9180, 8940]","[174840, 191568, 380037, 566433, 477298]","[0.0, 0.0, 0.0, 0.0, 213.0]",8700,363767,1.92,8940,8934,8824,102.8,102.91,99.66,61.52,128.08,477298,213.0,N,35.34,N,N,Y,N,Y,Y
A095610,테스,"[4.56, 13.3, 27.84]","[50.68, 19.53, 7.95]","[2.23, 2.37, 1.87]","[117, 317, 622]","[97, 300, 740]","[9.92, 10.02, 10.26, 10.33, 10.38]","[26150, 27050, 27150, 27300, 27650]","[94254, 219278, 103565, 79592, 140298]","[0.0, 0.0, 0.0, 0.0, -253.0]",24650,90751,10.38,27650,27060,26105,99.64,100.54,98.73,85.9,136.35,140298,-253.0,Y,15.23,Y,Y,Y,N,Y,N
A131970,테스나,"[17.5, 19.23, 19.4]","[16.57, 25.0, 18.09]","[2.49, 4.27, 3.23]","[242, 306, 541]","[214, 372, 472]","[2.98, 3.05, 3.18, 3.15, 3.26]","[42050, 42550, 42550, 42350, 42500]","[136903, 127302, 140000, 164166, 160039]","[0.0, 0.0, 0.0, 0.0, 219.0]",41875,235387,3.26,42500,42400,42015,101.18,101.88,100.0,92.59,136.47,160039,219.0,Y,18.71,Y,N,Y,N,N,Y
A055490,테이팩스,"[7.87, 12.86, 15.39]","[13.6, 12.86, 20.31]","[1.03, 1.55, 2.92]","[83, 138, 213]","[76, 138, 189]","[1.28, 1.53, 1.42, 1.4, 1.42]","[79300, 78900, 79900, 79800, 83500]","[53374, 22660, 21179, 10856, 89099]","[0.0, 0.0, 0.0, 0.0, -7.0]",76400,21244,1.42,83500,80280,77550,98.08,101.8,95.57,56.83,109.58,89099,-7.0,Y,12.04,Y,N,Y,N,Y,N
A045340,토탈소프트,"[25.64, 18.03, 20.32]","[10.54, 29.12, 30.09]","[2.42, 4.82, 5.59]","[24, 26, 30]","[26, 22, 30]",[4.93],[5880],[227909],[28.0],5600,143299,4.93,5880,5832,5621,107.14,107.14,99.83,73.47,487.24,227909,28.0,N,21.33,Y,N,N,N,Y,Y
A064760,티씨케이,"[23.15, 24.65, 26.85]","[16.43, 24.17, 21.17]","[3.49, 5.41, 5.11]","[592, 803, 1034]","[468, 605, 819]","[68.28, 68.3, 68.27, 68.28, 68.29]","[126400, 123300, 124300, 127800, 127800]","[46344, 25569, 16439, 34812, 29868]","[0.0, 0.0, 0.0, 0.0, 93.0]",116700,26639,68.29,127800,125920,122580,100.94,100.94,98.04,86.7,193.9,29868,93.0,Y,24.88,Y,N,Y,N,Y,Y
A340570,티앤엘,"[24.1, 19.09, 24.17]","[0.0, 14.22, 19.63]","[2.42, 4.27]","[96, 223]","[100, 196]","[1.02, 0.83, 0.83, 0.76, 0.86]","[43300, 43700, 43400, 42500, 42500]","[350642, 136464, 154083, 97744, 89982]","[0.0, 0.0, 0.0, 0.0, 71.0]",39475,55117,0.86,42500,43080,41965,100.47,102.0,99.18,85.53,217.18,89982,71.0,N,22.45,Y,N,Y,N,Y,Y
A131290,티에스이,"[10.33, 15.12, 20.55]","[9.44, 25.52, 18.23]","[0.86, 3.41, 3.27]","[207, 427, 546]","[160, 294, 432]","[8.75, 8.79, 8.83, 8.84, 8.9]","[58500, 59000, 59500, 61300, 61500]","[16291, 13925, 19537, 47955, 45205]","[0.0, 0.0, 0.0, 0.0, 8.0]",58150,44879,8.9,61500,59960,58690,100.0,100.65,97.72,83.74,130.89,45205,8.0,Y,15.33,Y,Y,Y,N,Y,Y
A356860,티엘비,"[40.8, 0.0, 16.09]","[0.0, 18.04, 16.12]","[3.63, 2.4]","[152, 134]","[118, 124]","[0.0, 0.0, 0.0, 0.0, 0.0]","[33450, 34000, 34100, 34050, 34750]","[15362, 14437, 18207, 16835, 28768]","[0.0, 0.0, 0.0, 0.0, -17.0]",32125,12198,0.0,34750,34070,33315,98.42,101.44,98.42,86.33,153.09,28768,-17.0,N,18.96,N,Y,Y,N,Y,N
A214450,파마리서치,"[8.2, 14.42, 16.95]","[21.69, 17.4, 17.72]","[1.71, 2.3, 2.68]","[191, 334, 525]","[149, 325, 468]","[11.52, 11.54, 11.55, 11.59, 11.65]","[91500, 91300, 91600, 92000, 91900]","[32752, 37857, 44817, 39122, 40894]","[0.0, 0.0, 0.0, 0.0, -184.0]",88000,57908,11.65,91900,91660,90870,100.22,100.65,98.59,70.73,110.66,40894,-184.0,Y,13.19,Y,Y,Y,N,N,N
A005690,파미셀,"[8.78, 9.65, 15.54]","[117.1, 197.89, 82.25]","[9.88, 18.16, 11.97]","[20, 72, 76]","[43, 52, 95]","[8.56, 8.48, 8.45, 8.44, 8.26]","[11450, 11450, 11400, 11250, 11450]","[234028, 178996, 208361, 263546, 224935]","[0.0, 0.0, 0.0, 0.0, -288.0]",11350,233283,8.26,11450,11400,11405,99.56,101.31,98.69,85.85,176.42,224935,-288.0,Y,11.32,Y,N,Y,N,N,N
A170790,파이오링크,"[15.59, 23.54, 19.6]","[9.99, 8.77, 10.84]","[1.37, 1.75, 1.9]","[42, 65, 109]","[56, 107, 112]","[2.88, 2.94, 2.9, 2.78, 2.74]","[15800, 16500, 16450, 16400, 16400]","[46413, 102515, 54236, 27761, 27771]","[0.0, 0.0, 0.0, 0.0, -32.0]",15050,22186,2.74,16400,16310,15735,100.91,101.22,98.78,76.22,116.77,27771,-32.0,N,19.58,Y,N,Y,N,Y,N
A106240,파인테크닉스,"[0.59, 9.22, 53.0]","[526.12, 34.98, 11.95]","[3.11, 3.13, 4.67]","[81, 101, 359]","[-22, 63, 535]",[1.32],[13200],[502504],[1121.0],12925,548122,1.32,13200,13180,12745,102.27,102.27,98.86,40.91,108.71,502504,1121.0,Y,20.94,Y,N,N,N,N,Y
A091700,파트론,"[18.71, 6.2, 17.93]","[11.72, 27.74, 9.97]","[1.92, 1.63, 1.63]","[1052, 419, 787]","[642, 206, 783]","[17.88, 18.12, 18.18, 18.19, 18.29]","[10450, 10800, 10900, 11000, 10850]","[591466, 898889, 707814, 450778, 531567]","[0.0, 0.0, 0.0, 0.0, -70.0]",10300,859151,18.29,10850,10800,10451,101.84,102.3,99.08,80.65,124.42,531567,-70.0,N,14.28,N,Y,Y,N,N,N
A028670,팬오션,"[5.49, 3.25, 17.16]","[16.0, 29.0, 5.26]","[0.84, 0.96, 0.8]","[2100, 2252, 5729]","[1477, 907, 5493]","[13.37, 13.5, 13.57, 13.6, 13.62]","[6970, 7080, 6940, 7080, 6780]","[2593001, 3217591, 3446631, 2875343, 4566969]","[0.0, 0.0, 0.0, 0.0, 1467.0]",7145,5747942,13.62,6780,6970,7105,104.13,104.13,99.26,69.47,131.56,4566969,1467.0,N,8.63,Y,Y,Y,Y,N,Y
A058430,포스코강판,"[1.23, 2.88, 37.59]","[38.3, 16.47, 3.22]","[0.47, 0.47, 1.03]","[100, 169, 1433]","[26, 71, 987]","[2.59, 2.63, 2.66, 2.59, 2.7]","[48400, 48600, 57000, 55400, 53100]","[31148, 19652, 775136, 248594, 126374]","[0.0, 0.0, 0.0, 0.0, 329.0]",47250,25528,2.7,53100,52500,49755,105.65,105.84,99.25,52.17,165.73,126374,329.0,Y,13.9,Y,N,Y,N,Y,Y
A318020,포인트모바일,"[14.42, 26.62, -42.01, 16.1]","[0.0, 0.0, -15.5, 25.54]","[6.61, 3.73]","[1, 72]","[-185, 90]","[0.64, 0.49, 0.44, 0.35, 0.3]","[19500, 19300, 18450, 18150, 18100]","[86394, 67918, 257827, 169041, 65847]","[0.0, 0.0, 0.0, 0.0, 66.0]",19200,74175,0.3,18100,18700,18885,100.28,100.83,98.9,82.32,290.61,65847,66.0,N,3.78,Y,N,Y,Y,N,Y
A103140,풍산,"[1.28, 5.09, 15.56]","[37.86, 10.89, 3.59]","[0.48, 0.54, 0.52]","[411, 1212, 3141]","[176, 719, 2434]","[11.59, 11.71, 11.84, 11.92, 11.91]","[32650, 32900, 33550, 33800, 33650]","[153800, 163017, 182772, 121124, 108202]","[0.0, 0.0, 0.0, 0.0, -30.0]",32650,219181,11.91,33650,33310,32915,100.45,100.45,99.26,84.55,148.44,108202,-30.0,Y,7.31,Y,N,Y,N,N,N
A005810,풍산홀딩스,"[3.39, 1.92, 21.53]","[11.09, 16.28, 1.71]","[0.33, 0.28, 0.31]","[108, 94, 968]","[242, 131, 1738]","[10.06, 10.04, 10.02, 10.02, 10.07]","[29150, 29100, 29400, 29500, 29400]","[14813, 10467, 18929, 17990, 21935]","[0.0, 0.0, 0.0, 0.0, 74.0]",28950,13574,10.07,29400,29310,29150,100.68,101.36,99.83,75.51,109.69,21935,74.0,N,8.95,N,N,Y,N,Y,Y
A053610,프로텍,"[19.94, 5.54, 20.66]","[4.6, 26.36, 6.26]","[0.81, 1.3, 1.05]","[460, 154, 503]","[374, 111, 471]","[2.66, 2.56, 2.49, 2.27, 2.29]","[29750, 30700, 30350, 30350, 30500]","[249734, 167698, 132388, 81661, 86301]","[0.0, 0.0, 0.0, 0.0, 91.0]",28150,108184,2.29,30500,30330,28960,101.15,102.13,99.51,73.77,115.25,86301,91.0,N,15.38,N,N,Y,N,N,Y
A377220,프롬바이오,"[64.33, -43.11, 20.88]","[0.0, 0.0, 12.06]",[1.83],[114],[113],"[0.35, 0.39]","[9170, 8980]","[87377, 119753]","[0.0, 22.0]",9125,172636,0.39,8980,9104,9023,102.34,102.67,100.0,87.75,270.04,119753,22.0,N,14.03,N,Y,Y,Y,N,Y
A367000,플래티어,"[0.0, 39.6, 27.91]","[0.0, 0.0, 26.82]",[5.91],[48],[44],"[0.15, 0.32, 0.24]","[18750, 18450, 18900]","[127631, 81171, 250713]","[0.0, 0.0, 91.0]",18775,116258,0.24,18900,18750,18570,98.41,103.7,97.35,77.78,225.4,250713,91.0,N,22.5,N,N,Y,N,Y,Y
A051380,피씨디렉트,"[10.89, 15.7, 27.48]","[22.52, 14.25, 12.62]","[2.28, 2.09, 3.08]","[57, 69, 188]","[38, 61, 130]","[0.48, 0.33, 0.48]","[17600, 17550, 17700]","[109184, 79615, 101787]","[0.0, 0.0, 50.0]",17800,56468,0.48,17700,17830,17820,99.15,101.69,98.31,58.47,216.38,101787,50.0,Y,18.02,Y,N,Y,Y,Y,Y
A178920,PI첨단소재,"[6.95, 15.62, 21.03]","[58.01, 26.04, 25.28]","[4.09, 3.84, 4.97]","[336, 600, 759]","[177, 417, 640]","[11.55, 11.52, 11.51, 11.53, 11.52]","[44200, 44350, 44900, 45100, 44450]","[109134, 90815, 162461, 68526, 139272]","[0.0, 0.0, 0.0, 0.0, 440.0]",44150,113973,11.52,44450,44600,44060,102.02,102.02,99.55,88.64,152.53,139272,440.0,Y,14.53,Y,N,Y,N,Y,Y
A319660,피에스케이,"[0.0, 11.0, 30.3]","[17.54, 26.9, 10.16]","[1.78, 2.73, 2.67]","[169, 316, 941]","[150, 223, 767]","[10.51, 10.56, 10.76, 10.67, 10.93]","[47500, 48750, 48200, 49100, 49300]","[139731, 145700, 145922, 135931, 234587]","[0.0, 0.0, 0.0, 0.0, 77.0]",46475,153124,10.93,49300,48570,47595,101.22,102.03,99.8,67.24,110.34,234587,77.0,Y,13.77,Y,N,Y,N,Y,Y
A031980,피에스케이홀딩스,"[21.41, 6.54, 38.01, 21.03]","[5.73, 6.23, 2.82, 5.97]","[1.11, 0.4, 0.82, 1.08]","[86, 73, -25, 204]","[535, 126, 592, 473]","[2.55, 2.59, 2.6, 2.63, 2.7]","[13700, 13800, 13950, 14750, 15300]","[86304, 32231, 49497, 121856, 254557]","[0.0, 0.0, 0.0, 0.0, -24.0]",13700,74893,2.7,15300,14300,13930,99.35,102.29,97.71,52.35,121.24,254557,-24.0,N,21.75,N,Y,Y,N,Y,N
A239890,피엔에이치테크,"[-27.59, 223.76, 117.77, 25.57]","[-12.53, -5.16, -15.71, 80.73]","[3.03, -2.49, 17.23, 14.13]","[-20, -5, -13, 31]","[-21, -76, -57, 31]","[2.69, 2.48, 2.52, 2.48, 2.5]","[28000, 28600, 28200, 28350, 30550]","[82365, 46989, 72846, 30924, 337195]","[0.0, 0.0, 0.0, 0.0, -46.0]",26600,51557,2.5,30550,28740,27745,95.42,104.09,95.25,46.15,185.6,337195,-46.0,N,84.88,N,N,Y,N,Y,N
A128660,피제이메탈,"[5.19, 11.42, 36.24]","[31.94, 11.94, 7.19]","[1.66, 1.33, 2.25]","[44, 64, 252]","[21, 47, 184]","[0.38, 0.64, 0.78, 0.29, 0.22]","[6100, 5880, 6000, 6010, 5760]","[3002803, 1304110, 2488931, 1069676, 573229]","[0.0, 0.0, 0.0, 0.0, -26.0]",5765,1472572,0.22,5760,5950,5679,102.26,102.43,98.78,44.36,137.33,573229,-26.0,Y,17.62,Y,N,Y,Y,N,N
A376180,피코그램,"[5.27, 0.0, 18.48, 22.87]","[0.0, 0.0, 0.0, 15.25]",[4.06],[40],[29],"[0.92, 1.07, 1.06]","[21400, 21750, 20800]","[151281, 145902, 97512]","[0.0, 0.0, 8.0]",19975,82733,1.06,20800,21070,20510,104.81,104.81,98.56,65.62,156.25,97512,8.0,N,11.66,N,N,Y,N,Y,Y
A067310,하나마이크론,"[1.05, -1.7, -11.81, 17.62]","[61.63, -58.83, -20.32, 26.53]","[0.63, 1.05, 2.5, 4.71]","[534, 453, 510, 1027]","[216, 145, 36, 714]","[6.97, 7.02, 7.04, 7.03, 7.14]","[18900, 19150, 19150, 19150, 19000]","[626278, 504696, 458117, 456375, 523512]","[0.0, 0.0, 0.0, 0.0, 154.0]",18850,645146,7.14,19000,19070,18695,102.37,102.89,99.47,58.95,141.05,523512,154.0,N,1.29,N,N,Y,N,N,Y
A166090,하나머티리얼즈,"[20.86, 22.82, 29.96]","[13.45, 14.75, 18.54]","[2.53, 2.95, 4.77]","[409, 531, 823]","[277, 380, 667]","[25.64, 25.72, 25.75, 25.78, 25.86]","[51700, 51400, 51200, 51100, 52600]","[49120, 36434, 42411, 59785, 108413]","[0.0, 0.0, 0.0, 0.0, -233.0]",50650,87140,25.86,52600,51600,50685,98.29,100.38,97.53,70.15,125.1,108413,-233.0,Y,24.55,Y,Y,Y,N,Y,N
A003380,하림지주,"[3.24, 3.18, 16.39]","[14.43, 15.27, 2.8]","[0.37, 0.4, 0.34]","[3065, 3540, 7446]","[946, 1736, 5881]","[5.33, 6.25, 6.94, 6.99, 7.0]","[9910, 10600, 10750, 10800, 10750]","[195063, 1444684, 383708, 490587, 337509]","[0.0, 0.0, 0.0, 0.0, -30.0]",10100,299981,7.0,10750,10562,10305,100.47,101.4,98.6,79.53,119.07,337509,-30.0,N,7.6,Y,Y,Y,N,Y,N
A126700,하이비젼시스템,"[6.98, 8.2, 27.72]","[22.31, 21.11, 8.22]","[1.41, 1.54, 1.83]","[36, 128, 435]","[65, 98, 453]","[5.82, 5.72, 6.08]","[20000, 20350, 20100]","[146250, 163584, 121653]","[0.0, 0.0, 240.0]",19350,139498,6.08,20100,20090,19605,101.49,101.49,100.0,63.18,132.84,121653,240.0,Y,14.3,Y,N,Y,N,N,Y
A004590,한국가구,"[5.97, 8.39, 17.79]","[10.33, 7.25, 4.42]","[0.6, 0.57, 0.75]","[87, 105, 149]","[61, 93, 219]","[1.56, 1.56, 1.47, 1.35, 1.34]","[6430, 6480, 6570, 6540, 6600]","[533816, 158799, 670849, 275807, 224633]","[0.0, 0.0, 0.0, 0.0, -26.0]",6200,276379,1.34,6600,6524,6388,99.7,100.0,98.03,80.61,137.42,224633,-26.0,Y,10.72,Y,N,Y,N,N,N
A039340,한국경제TV,"[13.01, 14.63, 17.3]","[7.22, 6.87, 6.7]","[0.86, 0.91, 1.02]","[137, 182, 265]","[150, 190, 254]","[9.59, 9.63, 9.61, 9.61]","[7150, 7140, 7160, 7170]","[46738, 24964, 26672, 11803]","[0.0, 0.0, 0.0, -28.0]",6890,24047,9.61,7170,7132,7034,99.86,100.0,98.74,87.87,129.01,11803,-28.0,Y,14.98,Y,N,Y,N,N,N
A034950,한국기업평가,"[20.96, 19.89, 22.97]","[13.05, 23.32, 15.66]","[2.44, 4.88, 3.42]","[316, 327, 362]","[248, 242, 267]","[75.83, 75.83, 75.84, 75.85, 75.85]","[80300, 80500, 80400, 80700, 80800]","[862, 1236, 580, 880, 1344]","[0.0, 0.0, 0.0, 0.0, -99.0]",79900,1407,75.85,80800,80540,80400,99.88,100.0,99.5,87.5,112.13,1344,-99.0,N,21.27,Y,Y,Y,N,N,N
