CD,NM,ROE,PER,PBR,PROFIT,INCOME,FRGN_RT,END_PRC,VOL,REMAIN_DEAL,PRC_MEDIAN,VOL_MEDIAN,LAST_FRGN_RT,LAST_END_PRC,LAST_PRC_AVG_5,LAST_PRC_AVG_10,VS_START_PRC,VS_HIGH_PRC,VS_HIGHEST_PRC,VS_LOW_PRC,VS_LOWEST_PRC,LAST_VOL,LAST_REMAIN_GAP_BUY,RISING_ROE,ROE_AVG,RISING_PROFIT,RISING_FRGN_RT,RISING_REMAIN_DEAL,PRC_BASE,VOL_BASE,REMAIN_GAP_BUY_BASE
A035510,신세계 I&C,"[5.44, 33.89, 16.0]","[17.35, 3.1, 8.75]","[0.88, 0.69, 0.94]","[185, 300, 355]","[107, 696, 390]","[1.52, 1.54, 1.53, 1.47, 1.48]","[184000, 183500, 182000, 181500, 183000]","[5303, 3665, 6799, 2485, 2823]","[0.0, 0.0, 0.0, 0.0, 17.0]",179750,6735,1.48,183000,182800,181350,99.45,100.55,99.45,77.87,157.38,2823,17.0,N,18.44,Y,N,Y,N,N,Y
A001725,신영증권우,"[6.53, 1.8, 15.34]","[12.75, 36.69, 4.95]","[0.44, 0.34, 0.35]","[1033, 162, 2575]","[780, 203, 1961]","[6.25, 6.25, 6.25, 6.25, 6.25]","[63100, 62900, 63000, 62900, 63000]","[949, 769, 2265, 266, 952]","[0.0, 0.0, 0.0, 0.0, -13.0]",62900,854,6.25,63000,62980,62930,99.52,100.16,99.52,86.98,115.71,952,-13.0,N,7.89,N,Y,Y,N,Y,N
A001720,신영증권,"[6.53, 1.8, 15.34]","[12.75, 36.69, 4.95]","[0.44, 0.34, 0.35]","[1033, 162, 2575]","[780, 203, 1961]","[7.93, 7.93, 7.91, 7.91, 7.92]","[63100, 63100, 63000, 62900, 62900]","[5423, 10523, 8516, 4294, 12953]","[0.0, 0.0, 0.0, 0.0, -26.0]",62850,4887,7.92,62900,63000,62950,100.16,100.32,99.84,87.44,105.41,12953,-26.0,N,7.89,N,N,Y,N,Y,N
A222800,심텍,"[2.36, -19.5, 25.12, 36.22]","[33.1, -7.95, 11.76, 13.76]","[0.78, 1.77, 2.58, 4.21]","[308, -179, 897, 1603]","[23, -394, 565, 1253]","[14.34, 14.24, 14.74, 14.68, 15.02]","[52300, 55300, 55300, 57000, 57200]","[430052, 1057055, 490695, 705061, 518898]","[0.0, 0.0, 0.0, 0.0, 217.0]",50800,624920,15.02,57200,55420,52895,100.7,101.92,98.95,36.8,100.7,518898,217.0,N,11.05,N,N,Y,N,N,Y
A160980,싸이맥스,"[4.12, 20.05, 17.77]","[27.44, 9.84, 8.96]","[1.07, 1.69, 1.39]","[20, 230, 324]","[32, 230, 242]","[2.24, 2.17, 2.19, 2.14, 2.3]","[17350, 17450, 17250, 17300, 17650]","[51258, 22932, 35631, 50877, 46914]","[0.0, 0.0, 0.0, 0.0, -56.0]",16250,25475,2.3,17650,17400,16965,98.58,100.0,97.45,80.17,154.67,46914,-56.0,N,13.98,Y,N,Y,N,Y,N
A352700,씨앤투스성진,"[-3.68, 75.7, 39.4]","[0.0, 0.0, 4.79]",[1.33],[563],[463],"[4.05, 3.85, 3.74, 3.98]","[5990, 5840, 5880, 5830]","[703838, 489408, 333914, 257905]","[0.0, 0.0, 0.0, 87.0]",5485,418294,3.98,5830,5882,5716,100.86,101.37,99.49,86.11,621.78,257905,87.0,N,37.14,N,N,Y,N,N,Y
A096530,씨젠,"[19.01, 125.91, 62.15]","[30.16, 10.09, 5.94]","[5.25, 7.81, 2.91]","[224, 6762, 6667]","[267, 5031, 5376]","[16.76, 16.84, 16.81, 16.92, 16.84]","[52700, 52800, 53000, 52300, 53300]","[311188, 333639, 319597, 380650, 464681]","[0.0, 0.0, 0.0, 0.0, -1335.0]",52700,608642,16.84,53300,52820,52170,98.69,101.13,98.5,90.43,403.19,464681,-1335.0,N,69.02,N,N,Y,N,N,N
A123860,아나패스,"[-35.69, -132.58, 37.75]","[-13.38, -5.63, 24.02]","[5.38, 15.37, 6.38]","[-236, -224, 78]","[-222, -490, 127]","[1.0, 1.04]","[26000, 25900]","[33459, 11951]","[0.0, -60.0]",24950,21148,1.04,25900,25900,25205,100.39,100.58,99.03,83.78,111.0,11951,-60.0,N,-43.51,Y,Y,Y,N,N,N
A008700,아남전자,"[0.78, 9.11, 19.31]","[360.27, 49.44, 13.94]","[2.74, 4.44, 2.36]","[31, 70, 151]","[4, 53, 133]","[3.48, 3.49, 3.46, 3.5]","[2235, 2240, 2235, 2240]","[371987, 375756, 348426, 223641]","[0.0, 0.0, 0.0, 20.0]",2162,374805,3.5,2240,2238,2203,100.0,100.22,98.88,88.62,164.96,223641,20.0,Y,9.73,Y,N,Y,N,N,Y
A127710,아시아경제,"[3.55, 3.17, 17.98]","[13.46, 14.38, 3.48]","[0.49, 0.42, 0.63]","[33, 54, 43]","[41, 43, 254]","[3.43, 3.57, 3.42, 4.06, 4.2]","[3145, 3140, 3190, 3160, 3120]","[337522, 167166, 341652, 163179, 166314]","[0.0, 0.0, 0.0, 0.0, 93.0]",3005,253784,4.2,3120,3151,3079,102.08,102.08,99.68,70.83,227.24,166314,93.0,N,8.23,N,N,Y,N,N,Y
A339950,아이비김영,"[0.0, -2.51, 16.15]","[0.0, -128.68, 33.29]","[0.0, 2.48, 4.62]","[73, 41, 78]","[64, -8, 40]","[0.05, 0.51, 0.32, 0.47, 0.4]","[3165, 3095, 3135, 3085, 3085]","[1861115, 604675, 724482, 346261, 253240]","[0.0, 0.0, 0.0, 0.0, 28.0]",3075,1545467,0.4,3085,3113,3107,100.32,100.81,99.35,52.19,191.25,253240,28.0,Y,4.55,N,N,Y,N,N,Y
A095340,ISC,"[8.13, 2.57, 3.68, 15.11]","[9.12, 31.7, 60.62, 18.09]","[0.71, 0.8, 2.17, 2.48]","[123, 20, 181, 395]","[122, 32, 55, 290]","[5.81, 5.88, 5.92, 5.92, 6.05]","[29250, 29600, 29550, 30100, 29800]","[119374, 104070, 152386, 118289, 130487]","[0.0, 0.0, 0.0, 0.0, 36.0]",28725,151632,6.05,29800,29660,28830,103.36,103.36,99.5,67.95,122.48,130487,36.0,N,7.37,N,Y,Y,N,N,Y
A069920,아이에스이커머스,"[0.0, -20.91, 53.11]","[-6.94, -10.81, 2.86]","[2.19, 2.43, 1.19]","[-47, 1, -78]","[-164, -97, 284]","[0.73, 0.72]","[5030, 5140]","[358921, 962802]","[0.0, -1.0]",4755,396159,0.72,5140,5380,4714,95.14,122.57,90.56,49.61,120.62,962802,-1.0,Y,10.73,N,N,Y,N,Y,N
A307180,아이엘사이언스,"[42.77, -37.29, 0.0, 23.78]","[0.0, -13.75, -13.63, 41.98]","[0.0, 3.09, 7.22, 9.34]","[7, 11, -51, 27]","[5, -27, -49, 25]","[1.46, 1.53, 1.47, 1.32, 1.33]","[4900, 4930, 4895, 4800, 4755]","[278049, 88466, 122968, 82640, 67999]","[0.0, 0.0, 0.0, 0.0, 20.0]",4642,96883,1.33,4755,4856,4766,102.21,102.21,98.63,67.19,153.1,67999,20.0,N,7.32,N,N,Y,N,N,Y
A139990,아주스틸,"[9.46, 10.65, 18.76]","[0.0, 0.0, 13.33]",[2.08],[553],[325],"[20.84, 20.87, 20.91]","[17250, 17100, 17050]","[1494452, 218059, 100178]","[0.0, 0.0, 82.0]",15850,62800,20.91,17050,16740,16245,100.29,100.88,98.83,88.86,228.74,100178,82.0,Y,12.96,N,Y,Y,N,Y,Y
A027360,아주IB투자,"[10.07, 26.2, 17.0]","[9.07, 9.59, 12.16]","[0.87, 2.19, 1.85]","[217, 631, 520]","[163, 494, 393]","[1.65, 1.64, 1.7, 1.79, 1.78]","[3985, 4020, 4095, 4055, 4035]","[499800, 316518, 763215, 343454, 460744]","[0.0, 0.0, 0.0, 0.0, 33.0]",3810,425723,1.78,4035,4038,3971,100.62,100.99,98.76,80.3,231.72,460744,33.0,N,17.76,N,N,Y,N,Y,Y
A067160,아프리카TV,"[26.6, 32.52, 27.56, 40.66]","[20.8, 23.04, 19.0, 23.39]","[4.61, 6.33, 4.49, 7.74]","[271, 372, 504, 880]","[213, 342, 363, 725]","[41.53, 41.49, 41.32, 41.13, 41.12]","[154800, 153500, 154300, 153400, 148200]","[87671, 85171, 162641, 78841, 179628]","[0.0, 0.0, 0.0, 0.0, 1288.0]",151950,197404,41.12,148200,152840,152950,104.32,104.32,99.93,52.36,168.08,179628,1288.0,N,31.84,Y,N,Y,Y,N,Y
A053800,안랩,"[9.57, 8.8, 18.04]","[34.26, 41.1, 23.49]","[2.77, 3.06, 3.42]","[184, 200, 229]","[191, 185, 420]","[25.59, 28.16, 27.19]","[135300, 145000, 135700]","[4175719, 7845552, 3460969]","[0.0, 0.0, -2295.0]",90600,1809251,27.19,135700,141300,116830,104.72,112.23,97.49,45.32,161.02,3460969,-2295.0,N,12.14,Y,N,Y,N,Y,N
A297570,알로이스,"[-34.19, 19.11, 24.48]","[-9.78, 12.83, 18.45]","[2.52, 2.25, 4.05]","[42, 44, 70]","[-40, 35, 55]","[1.58, 1.59, 1.77, 1.85]","[2455, 2455, 2465, 2680]","[371599, 423678, 294352, 6664986]","[0.0, 0.0, 0.0, -56.0]",2362,378160,1.85,2680,2498,2431,93.47,102.61,93.28,77.24,294.78,6664986,-56.0,Y,3.13,Y,Y,Y,N,Y,N
A131370,알서포트,"[14.87, -2.08, 34.16]","[16.45, -556.88, 17.33]","[2.23, 11.48, 4.99]","[58, 185, 175]","[89, -12, 245]","[20.52, 20.49, 20.42]","[6200, 6170, 6220]","[233281, 207812, 249862]","[0.0, 0.0, 163.0]",6105,237477,20.42,6220,6184,6111,99.36,100.96,99.36,92.28,216.24,249862,163.0,N,15.65,N,N,Y,N,Y,Y
A123750,알톤스포츠,"[-55.55, 29.7, 19.7]","[-1.3, 9.25, 11.06]","[0.99, 2.35, 1.94]","[-106, 53, 49]","[-122, 56, 48]","[0.46, 0.67, 0.79, 0.72, 0.73]","[4980, 5080, 5090, 5000, 5030]","[108882, 89498, 114480, 58678, 80834]","[0.0, 0.0, 0.0, 0.0, -156.0]",4962,60025,0.73,5030,5036,5002,100.2,101.59,99.3,71.57,141.75,80834,-156.0,N,-2.05,N,N,Y,N,Y,N
A238120,얼라인드,"[0.56, 2.21, 22.87]","[417.48, 152.01, 11.12]","[2.32, 3.32, 2.28]","[-4, -3, 22]","[1, 5, 55]","[0.79, 0.75, 0.75, 0.7, 0.68]","[8440, 8550, 8480, 8500, 8480]","[10742, 17223, 13620, 9617, 5745]","[0.0, 0.0, 0.0, 0.0, 0.0]",8145,10387,0.68,8480,8490,8385,101.42,101.42,99.65,85.5,163.33,5745,0.0,Y,8.55,Y,N,Y,N,N,N
A011090,에넥스,"[-6.42, -17.89, 17.95]","[-18.56, -8.13, 15.71]","[1.15, 1.47, 2.34]","[-28, -85, -123]","[-38, -89, 100]","[1.37, 1.41, 1.33, 1.43, 1.33]","[2045, 2060, 2120, 2180, 2320]","[1229371, 1447486, 2269306, 4051989, 3888512]","[0.0, 0.0, 0.0, 0.0, -171.0]",2002,2278005,1.33,2320,2145,2093,94.4,100.0,92.03,68.53,162.5,3888512,-171.0,N,-2.12,N,N,Y,N,Y,N
A270660,에브리봇,"[36.41, -8.23, 25.5]","[4.55, -128.6, 23.41]","[1.4, 7.62, 4.2]","[16, 130, 101]","[15, -9, 95]","[1.0, 0.58, 0.7, 0.69, 0.75]","[49000, 49900, 51200, 49750, 49300]","[1206579, 592940, 1052900, 398042, 598472]","[0.0, 0.0, 0.0, 0.0, 289.0]",40700,302428,0.75,49300,49830,46435,103.25,104.26,99.8,43.31,110.34,598472,289.0,N,17.89,N,N,Y,N,Y,Y
A137310,에스디바이오센서,"[3.84, 0.0, 139.97, 75.18]","[0.0, 0.0, 0.0, 4.97]",[2.61],[13955],[10720],"[12.08, 12.14, 12.21]","[56700, 57500, 58500]","[379033, 446507, 489142]","[0.0, 0.0, -1635.0]",56750,689665,12.21,58500,57060,57230,99.32,101.2,98.12,69.06,138.46,489142,-1635.0,N,54.75,N,Y,Y,N,N,N
A289080,SV인베스트먼트,"[19.34, -4.26, 15.54]","[13.62, -98.91, 26.92]","[1.91, 4.44, 3.94]","[80, -24, 110]","[80, -24, 89]","[0.41, 0.59, 0.83, 0.91, 1.05]","[3670, 3735, 3710, 3685, 3710]","[482151, 481257, 533877, 490504, 585802]","[0.0, 0.0, 0.0, 0.0, 8.0]",3537,462095,1.05,3710,3702,3638,99.6,101.21,99.19,75.74,143.67,585802,8.0,N,10.21,N,Y,Y,N,Y,Y
A034120,SBS,"[3.45, -11.52, 23.21]","[19.27, -6.81, 6.62]","[0.63, 0.81, 1.33]","[126, 745, 1844]","[209, -578, 1448]","[0.0, 0.0, 0.0, 0.0, 0.0]","[40450, 41300, 41550, 41800, 41850]","[38516, 33639, 24620, 20700, 23178]","[0.0, 0.0, 0.0, 0.0, -7.0]",40675,39009,0.0,41850,41390,40820,99.88,100.24,99.28,51.25,146.95,23178,-7.0,N,5.05,Y,Y,Y,N,N,N
A036120,SCI평가정보,"[25.41, 26.34, 21.4]","[18.46, 25.36, 20.31]","[4.06, 6.02, 3.98]","[69, 83, 101]","[51, 64, 59]",[1.72],[3220],[35855],[4.0],3185,27051,1.72,3220,3200,3175,99.69,100.31,99.22,91.61,161.18,35855,4.0,N,24.38,Y,N,N,N,Y,Y
A031330,에스에이엠티,"[16.62, 17.6, 21.23]","[5.84, 5.58, 7.39]","[0.91, 0.93, 1.4]","[337, 341, 845]","[376, 434, 601]","[4.44, 4.43, 4.49]","[4185, 4290, 4265]","[180846, 392533, 236173]","[0.0, 0.0, 47.0]",4157,195896,4.49,4265,4232,4174,101.52,101.52,99.77,61.66,156.86,236173,47.0,Y,18.48,Y,N,Y,N,Y,Y
A306040,에스제이그룹,"[0.0, 33.03, 20.6, 23.66]","[0.0, 11.29, 9.9, 10.54]","[2.86, 1.86, 2.23]","[164, 180, 277]","[131, 156, 224]","[3.09, 3.03, 2.91, 2.83, 2.82]","[24750, 25300, 24800, 24800, 24600]","[26135, 82503, 31029, 20083, 58625]","[0.0, 0.0, 0.0, 0.0, 70.0]",23850,48180,2.82,24600,24850,24620,100.81,102.64,99.59,79.27,131.1,58625,70.0,N,19.32,Y,N,Y,N,Y,Y
A004060,SG세계물산,"[4.81, -5.16, 21.32]","[18.93, -11.83, 2.95]","[0.89, 0.62, 0.57]","[1, -208, -47]","[97, -104, 470]","[2.12, 2.21, 2.27, 2.32, 2.42]","[707, 714, 712, 760, 730]","[1245068, 1024654, 2146011, 13316503, 3144790]","[0.0, 0.0, 0.0, 0.0, 5.0]",694,3066634,2.42,730,724,714,102.19,102.33,99.45,82.47,132.74,3144790,5.0,N,6.99,N,Y,Y,N,Y,Y
A016250,SGC이테크건설,"[6.68, 79.74, 39.96]","[11.73, 1.16, 2.3]","[0.74, 0.84, 0.74]","[129, -364, 691]","[315, 1807, 696]","[4.0, 4.0, 4.0, 4.04, 4.06]","[59600, 59600, 59600, 60100, 59600]","[5024, 1590, 3860, 4663, 6780]","[0.0, 0.0, 0.0, 0.0, 43.0]",59100,5567,4.06,59600,59700,59720,101.34,101.34,98.99,84.56,137.42,6780,43.0,N,42.13,N,Y,Y,N,Y,Y
A302440,SK바이오사이언스,"[6.49, 13.25, 38.08]","[0.0, 0.0, 46.61]",[10.75],[4742],[3551],"[5.3, 5.22, 5.02, 5.27, 5.18]","[149000, 145000, 155000, 155500, 154500]","[881168, 490699, 847083, 417861, 322543]","[0.0, 0.0, 0.0, 0.0, 373.0]",147000,353524,5.18,154500,151800,146550,100.97,102.59,99.03,72.17,234.3,322543,373.0,Y,19.27,N,N,Y,N,N,Y
A326030,SK바이오팜,"[-313.66, -135.18, 15.75]","[0.0, -49.1, 117.39]","[34.91, 17.14]","[-2395, 950]","[-2474, 648]","[6.08, 6.04, 6.07, 6.06, 6.07]","[90000, 89800, 89400, 89800, 91000]","[189155, 75915, 106069, 100726, 117096]","[0.0, 0.0, 0.0, 0.0, -601.0]",88950,187588,6.07,91000,90000,90290,99.12,100.33,98.79,80.22,151.1,117096,-601.0,Y,-144.36,Y,N,Y,N,N,N
A000660,SK하이닉스,"[4.23, 9.53, 16.84]","[34.15, 18.14, 9.93]","[1.34, 1.56, 1.45]","[27192, 50126, 124103]","[20091, 47589, 96162]","[50.64, 50.62, 50.66, 50.64, 50.62]","[122000, 123500, 123500, 120500, 118000]","[3400407, 2215372, 4061767, 4126177, 5270837]","[0.0, 0.0, 0.0, 0.0, 42195.0]",118750,3679511,50.62,118000,121500,120050,103.39,104.24,100.0,76.69,124.58,5270837,42195.0,Y,10.2,Y,N,Y,Y,Y,Y
A036640,HRS,"[1.36, 11.93, 23.05]","[44.52, 10.05, 5.68]","[0.6, 1.11, 1.16]","[16, 103, 179]","[10, 92, 208]","[0.11, 0.14, 0.39, 1.33, 0.35]","[8160, 8510, 8800, 8630, 8410]","[465885, 1232271, 1437687, 847822, 494816]","[0.0, 0.0, 0.0, 0.0, 165.0]",8455,836479,0.35,8410,8502,8503,103.45,103.69,99.76,59.81,128.42,494816,165.0,Y,12.11,Y,N,Y,Y,N,Y
A011200,HMM,"[-55.46, 8.92, 88.62]","[-1.91, 36.32, 1.96]","[1.04, 2.7, 1.27]","[-2997, 9808, 73775]","[-5898, 1240, 53372]","[12.26, 12.08, 11.88, 11.82, 11.85]","[32600, 31150, 31200, 31150, 30200]","[5147823, 7366546, 4476098, 3855420, 4618305]","[0.0, 0.0, 0.0, 0.0, 11160.0]",32950,8856690,11.85,30200,31260,32110,103.64,103.97,99.67,69.87,169.21,4618305,11160.0,Y,14.03,Y,N,Y,Y,N,Y
A357230,에이치피오,"[23.93, 0.0, 35.59, 16.0]","[0.0, 0.0, 0.0, 13.26]",[1.57],[238],[181],"[3.47, 3.44, 3.44]","[12600, 12800, 12700]","[1421324, 152717, 81933]","[0.0, 0.0, 105.0]",12000,25850,3.44,12700,12410,12180,100.79,101.57,98.82,83.46,165.35,81933,105.0,N,18.88,N,N,Y,N,Y,Y
A089970,에이피티씨,"[0.0, 31.34, 45.6]","[12.37, 19.84, 11.26]","[2.7, 4.84, 4.18]","[161, 296, 540]","[142, 234, 465]","[2.64, 2.7]","[24800, 24350]","[434207, 425884]","[0.0, 118.0]",22925,374813,2.7,24350,23860,22720,102.87,104.52,99.59,61.4,119.1,425884,118.0,Y,25.65,Y,Y,Y,N,Y,Y
A230240,에치에프알,"[1.29, -35.73, 22.3]","[339.19, -13.71, 23.05]","[4.32, 5.48, 4.63]","[22, -259, 218]","[4, -290, 186]","[3.04, 3.08, 3.0, 2.96, 3.13]","[31900, 31450, 30850, 30900, 32650]","[356981, 144942, 84943, 88688, 269055]","[0.0, 0.0, 0.0, 0.0, -435.0]",28750,66691,3.13,32650,31550,30325,94.95,100.0,94.95,53.91,109.95,269055,-435.0,N,-4.05,N,N,Y,N,Y,N
A230360,에코마케팅,"[19.46, 32.65, 42.16, 21.34]","[12.02, 16.52, 18.35, 16.42]","[2.13, 4.89, 6.74, 3.7]","[169, 378, 589, 365]","[160, 334, 548, 306]","[4.39, 4.46, 4.44, 4.52, 4.51]","[16900, 16850, 16800, 16750, 16900]","[157670, 62445, 130411, 68023, 105790]","[0.0, 0.0, 0.0, 0.0, -37.0]",16250,130083,4.51,16900,16840,16525,100.0,100.59,98.22,79.29,169.23,105790,-37.0,N,28.9,N,N,Y,N,N,N
A247540,에코프로비엠,"[12.99, 0.0, 20.26]","[30.37, 75.69, 107.73]","[2.93, 8.03, 20.73]","[371, 548, 1150]","[345, 467, 978]","[12.74, 12.78, 12.7, 12.82, 12.38]","[362700, 362400, 391200, 382500, 385100]","[161659, 100460, 373759, 256708, 202659]","[0.0, 0.0, 0.0, 0.0, 209.0]",353300,248540,12.38,385100,376780,359300,100.36,101.58,99.58,40.74,149.34,202659,209.0,N,11.08,Y,N,Y,N,N,Y
A217820,엔에스,"[14.5, 10.41, 16.85]","[11.5, 27.92, 14.2]","[1.54, 2.81, 2.12]","[56, 68, 24]","[43, 38, 80]",[0.54],[10150],[59764],[-93.0],10125,79893,0.54,10150,10210,9852,100.99,101.97,99.01,88.67,136.95,59764,-93.0,N,13.92,N,N,N,N,N,N
A060250,NHN한국사이버결제,"[20.2, 21.35, 19.22]","[20.83, 56.04, 40.06]","[4.33, 10.62, 7.22]","[321, 398, 432]","[245, 299, 303]","[33.89, 33.85, 33.82, 33.78, 33.72]","[24350, 24300, 25300, 24700, 25550]","[66886, 58972, 151872, 106553, 204686]","[0.0, 0.0, 0.0, 0.0, -33.0]",24125,76050,33.72,25550,24840,24505,97.06,100.2,96.67,90.41,261.06,204686,-33.0,N,20.26,Y,N,Y,N,Y,N
A096870,엘디티,"[-13.22, 12.78, 18.06]","[-13.44, 16.17, 15.03]","[1.9, 1.94, 2.49]","[-13, 16, 19]","[-14, 13, 22]","[7.01, 7.07]","[4530, 4460]","[33811, 28145]","[0.0, 9.0]",4497,35394,7.07,4460,4530,4451,101.79,102.91,99.1,84.08,158.74,28145,9.0,Y,5.87,Y,Y,Y,Y,N,Y
A061970,엘비세미콘,"[24.47, 16.71, 16.16]","[10.48, 23.87, 17.97]","[2.28, 3.71, 2.56]","[504, 428, 442]","[365, 316, 383]","[2.46, 2.59, 2.58, 2.47, 2.47]","[10750, 11100, 11150, 11150, 11300]","[237588, 281609, 225889, 229659, 302579]","[0.0, 0.0, 0.0, 0.0, 130.0]",10650,255318,2.47,11300,11090,10800,100.0,101.33,99.12,90.27,140.27,302579,130.0,N,19.11,N,N,Y,N,Y,Y
A108320,LX세미콘,"[8.39, 14.44, 44.49]","[16.8, 13.05, 9.18]","[1.37, 1.78, 3.4]","[473, 942, 3696]","[385, 725, 2964]","[34.04, 34.22, 34.19]","[144700, 146900, 147600]","[346781, 180524, 220456]","[0.0, 0.0, 105.0]",122000,195427,34.19,147600,143240,134050,101.15,102.17,99.59,49.12,114.36,220456,105.0,Y,22.44,Y,N,Y,N,Y,Y
A058630,엠게임,"[21.89, 15.71, 35.74]","[8.47, 15.31, 11.12]","[1.68, 2.18, 3.24]","[72, 106, 184]","[77, 69, 215]","[6.76, 6.91]","[10100, 10450]","[488002, 883756]","[0.0, -637.0]",9910,459800,6.91,10450,10118,9900,97.61,101.44,96.17,71.1,145.45,883756,-637.0,N,24.45,Y,Y,Y,N,Y,N
A058970,엠로,"[8.53, 0.0, 19.49]","[16.26, 17.1, 40.57]","[1.52, 4.12, 5.31]","[9, 65, 67]","[10, 38, 54]","[2.67, 3.35, 3.14, 3.04, 3.0]","[18700, 18950, 18700, 18850, 18900]","[625735, 333671, 84227, 125683, 144193]","[0.0, 0.0, 0.0, 0.0, -43.0]",17050,64550,3.0,18900,18820,18005,100.26,101.59,96.3,75.66,234.13,144193,-43.0,N,9.34,Y,N,Y,N,Y,N
A179290,엠아이텍,"[7.88, 12.89, 20.38]","[34.88, 21.1, 13.8]","[2.65, 2.58, 2.6]","[34, 65, 132]","[37, 67, 122]","[4.78, 5.61]","[8370, 8520]","[6190700, 1266536]","[0.0, 138.0]",6810,277757,5.61,8520,7690,7130,99.06,102.11,97.77,49.65,103.76,1266536,138.0,Y,13.72,Y,Y,Y,N,Y,Y
A347890,엠투아이,"[16.2, 20.58, 16.0]","[0.0, 13.88, 15.34]","[2.47, 2.34]","[108, 115]","[100, 100]","[0.7, 0.67, 0.71, 0.71, 0.75]","[9370, 9410, 9380, 9400, 9750]","[57604, 46199, 40958, 49861, 207070]","[0.0, 0.0, 0.0, 0.0, -49.0]",8975,55701,0.75,9750,9462,9252,97.64,100.72,97.23,81.23,137.95,207070,-49.0,N,17.59,Y,N,Y,N,Y,N
A065150,엠피대산,"[4.21, -68.72, 38.58]","[131.29, -5.66, 7.48]","[4.95, 5.02, 2.41]","[-25, -74, -9]","[-28, -226, 104]",[0.35],[869],[369983],[-5.0],877,540473,0.35,869,890,882,101.73,102.53,99.54,77.79,136.36,369983,-5.0,N,-8.64,N,N,N,Y,N,N
A143540,영우디에스피,"[-10.87, 22.49, 15.7]","[-42.8, 10.39, 11.26]","[3.93, 1.98, 1.6]","[136, 79, 85]","[-16, 77, 88]","[1.46, 1.36]","[2280, 2300]","[728584, 1956453]","[0.0, 27.0]",2247,1364474,1.36,2300,2276,2234,100.65,102.17,97.39,78.26,143.04,1956453,27.0,N,9.11,N,N,Y,N,Y,Y
A241790,오션브릿지,"[17.69, 20.23, 16.69]","[9.56, 12.73, 12.46]","[1.58, 2.35, 1.92]","[128, 154, 160]","[114, 155, 146]","[0.85, 0.86, 0.88]","[14850, 15150, 15050]","[45067, 36439, 35183]","[0.0, 0.0, 73.0]",14750,37439,0.88,15050,14960,14735,101.99,101.99,99.34,77.08,133.22,35183,73.0,N,18.2,Y,Y,Y,N,N,Y
A232140,와이아이케이,"[-12.14, 12.0, 18.55]","[-16.78, 24.24, 11.28]","[2.16, 2.45, 1.8]","[-118, 248, 546]","[-121, 205, 509]","[0.51, 0.52]","[5410, 5540]","[113528, 567540]","[0.0, -219.0]",5310,147705,0.52,5540,5456,5320,98.01,100.36,97.65,83.3,137.18,567540,-219.0,Y,6.14,Y,Y,Y,N,Y,N
A273640,와이엠텍,"[7.26, 16.3, 17.3]","[0.0, 0.0, 28.84]",[4.17],[70],[64],"[0.27, 0.25, 0.27]","[33650, 33700, 33700]","[46245, 25322, 21969]","[0.0, 0.0, 5.0]",31950,31615,0.27,33700,33420,32180,100.0,101.19,98.81,87.54,207.72,21969,5.0,Y,13.62,N,N,Y,N,N,Y
A037270,YG PLUS,"[-3.48, -6.94, 19.57]","[-24.69, -47.73, 22.97]","[0.88, 3.4, 3.76]","[45, 61, 256]","[-42, -75, 226]","[2.07, 2.17, 2.41, 2.12, 2.14]","[7480, 7880, 7800, 7920, 7910]","[1149184, 2461471, 1404572, 1271159, 617046]","[0.0, 0.0, 0.0, 0.0, -196.0]",7285,604193,2.14,7910,7798,7547,100.13,100.25,98.61,68.14,138.43,617046,-196.0,N,3.05,Y,N,Y,N,Y,N
A016880,웅진,"[-112.11, -47.3, 49.76]","[-0.68, -3.68, 5.93]","[1.82, 2.71, 2.24]","[752, 207, 430]","[-2375, -257, 342]","[0.68, 0.91, 0.84]","[1765, 1730, 1710]","[1493822, 472550, 426959]","[0.0, 0.0, 220.0]",1717,566543,0.84,1710,1729,1712,101.75,102.05,100.0,94.15,243.57,426959,220.0,Y,-36.55,N,N,Y,Y,N,Y
A104830,원익머트리얼즈,"[16.28, 9.55, 10.26, 15.26]","[6.52, 13.61, 13.34, 8.07]","[0.98, 1.24, 1.31, 1.14]","[422, 360, 459, 488]","[412, 281, 331, 562]","[17.57, 17.78, 17.7, 17.73, 17.95]","[34400, 34450, 34750, 35150, 35750]","[127089, 64970, 94313, 89806, 171059]","[0.0, 0.0, 0.0, 0.0, 9.0]",33375,132339,17.95,35750,34900,33805,100.56,101.4,98.88,84.62,118.88,171059,9.0,N,12.84,N,N,Y,N,Y,Y
A240810,원익IPS,"[9.16, 15.91, 19.82]","[40.5, 22.2, 14.31]","[3.05, 3.22, 2.55]","[411, 1406, 1641]","[429, 978, 1451]","[19.16, 19.23, 19.22, 19.27, 19.57]","[37850, 38000, 37700, 37900, 38500]","[260030, 216215, 232529, 217346, 279167]","[0.0, 0.0, 0.0, 0.0, -436.0]",36025,200425,19.57,38500,37990,36965,99.87,100.91,98.44,89.35,154.03,279167,-436.0,Y,14.96,Y,N,Y,N,Y,N
